"Parent","Asset","District","County","Owner"
"District 3 - Nevada","01761","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","01762","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","01763","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","01764","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 3 - Nevada","01765","03 - District 3","099 - Neveda","01 - State Highway Agency"
"District 6 - Garland","01779","06 - District 6","051 - Garland","01 - State Highway Agency"
"District 6 - Garland","01780","06 - District 6","051 - Garland","01 - State Highway Agency"
"District 6 - Garland","01781","06 - District 6","051 - Garland","01 - State Highway Agency"
"District 6 - Garland","01782","06 - District 6","051 - Garland","01 - State Highway Agency"
"District 8 - Perry","01783","08 - District 8","105 - Perry","01 - State Highway Agency"
"District 9 - Benton","01785","09 - District 9","007 - Benton","02 - County Highway Agency"
"District 4 - Franklin","01789","04 - District 4","047 - Franklin","01 - State Highway Agency"
"District 1 - Cross","01791","01 - District 1","037 - Cross","01 - State Highway Agency"
"District 1 - Cross","01794","01 - District 1","037 - Cross","01 - State Highway Agency"
"District 5 - Sharp","01799","05 - District 5","135 - Sharp","01 - State Highway Agency"
"District 5 - Sharp","01800","05 - District 5","135 - Sharp","01 - State Highway Agency"
"District 7 - Union","01801","07 - District 7","139 - Union","01 - State Highway Agency"
"District 4 - Crawford","01802","04 - District 4","033 - Crawford","04 - City or Municipal Highway Agency"
"District 1 - Cross","01808","01 - District 1","037 - Cross","01 - State Highway Agency"
"District 6 - Pulaski","01810","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 4 - Crawford","01811","04 - District 4","033 - Crawford","01 - State Highway Agency"
"District 2 - Arkansas","01823","02 - District 2","001 - Arkansas","01 - State Highway Agency"
"District 6 - Saline","01824","06 - District 6","125 - Saline","04 - City or Municipal Highway Agency"
"District 4 - Crawford","01829","04 - District 4","033 - Crawford","01 - State Highway Agency"
"District 5 - Fulton","01831","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","01832","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 5 - Fulton","01833","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 9 - Baxter","01835","09 - District 9","005 - Baxter","01 - State Highway Agency"
"District 3 - Sevier","01839","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 3 - Sevier","01840","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 3 - Sevier","01841","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 3 - Sevier","01842","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 4 - Polk","01853","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 8 - Montgomery","01854","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 8 - Montgomery","01855","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 6 - Prairie","01858","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 6 - Prairie","01859","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 6 - Prairie","01860","06 - District 6","117 - Prairie","01 - State Highway Agency"
"District 3 - Sevier","01867","03 - District 3","133 - Sevier","02 - County Highway Agency"
"District 3 - Sevier","01868","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","01869","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 5 - Jackson","01872","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","01874","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","01875","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Independence","01876","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Independence","01877","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 5 - Jackson","01878","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","01879","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","01880","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","01881","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","01882","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","01883","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","01884","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 5 - Jackson","01885","05 - District 5","067 - Jackson","01 - State Highway Agency"
"District 9 - Madison","01886","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 10 - Lawrence","01889","10 - District 10","075 - Lawerence","01 - State Highway Agency"
"District 10 - Lawrence","01890","10 - District 10","075 - Lawerence","01 - State Highway Agency"
"District 10 - Lawrence","01891","10 - District 10","075 - Lawerence","01 - State Highway Agency"
"District 3 - Sevier","01894","03 - District 3","133 - Sevier","27 - Railroad"
"District 5 - White","01895","05 - District 5","145 - White","01 - State Highway Agency"
"District 8 - Yell","01896","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 8 - Yell","01897","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 5 - Stone","01899","05 - District 5","137 - Stone","01 - State Highway Agency"
"District 8 - Montgomery","01900","08 - District 8","097 - Montgomery","01 - State Highway Agency"
"District 9 - Madison","01908","09 - District 9","087 - Madison","01 - State Highway Agency"
"District 10 - Greene","01909","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 10 - Greene","01913","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 10 - Greene","01914","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 10 - Greene","01915","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 10 - Greene","01916","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 4 - Polk","01918","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","01919","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 4 - Polk","01920","04 - District 4","113 - Polk","01 - State Highway Agency"
"District 10 - Randolph","01923","10 - District 10","121 - Randpolph","01 - State Highway Agency"
"District 10 - Randolph","01924","10 - District 10","121 - Randpolph","01 - State Highway Agency"
"District 6 - Pulaski","01926","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 5 - Fulton","01927","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 2 - Jefferson","01933","02 - District 2","069 - Jefferson","01 - State Highway Agency"
"District 8 - Yell","01934","08 - District 8","149 - Yell","01 - State Highway Agency"
"District 7 - Dallas","01938","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 7 - Dallas","01939","07 - District 7","039 - Dallas","01 - State Highway Agency"
"District 4 - Washington","01940","04 - District 4","143 - Washington","04 - City or Municipal Highway Agency"
"District 4 - Washington","01941","04 - District 4","143 - Washington","04 - City or Municipal Highway Agency"
"District 5 - Sharp","01949","05 - District 5","135 - Sharp","01 - State Highway Agency"
"District 1 - Crittenden","01950","01 - District 1","035 - Crittenden","01 - State Highway Agency"
"District 1 - Crittenden","01951","01 - District 1","035 - Crittenden","01 - State Highway Agency"
"District 5 - Independence","01953","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 8 - Pope","01956","08 - District 8","115 - Pope","01 - State Highway Agency"
"District 3 - Hempstead","01959","03 - District 3","057 - Hempstead","27 - Railroad"
"District 9 - Benton","01960","09 - District 9","007 - Benton","27 - Railroad"
"District 1 - Crittenden","01961","01 - District 1","035 - Crittenden","27 - Railroad"
"District 10 - Mississippi","01962","10 - District 10","093 - Mississippi","01 - State Highway Agency"
"District 7 - Cleveland","01968","07 - District 7","025 - Cleveland","01 - State Highway Agency"
"District 7 - Dallas","01969","07 - District 7","039 - Dallas","27 - Railroad"
"District 7 - Ouachita","01970","07 - District 7","103 - Quachita","27 - Railroad"
"District 8 - Faulkner","01971","08 - District 8","045 - Faulkner","01 - State Highway Agency"
"District 8 - Faulkner","01972","08 - District 8","045 - Faulkner","01 - State Highway Agency"
"District 10 - Greene","01974","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 7 - Columbia","01978","07 - District 7","027 - Columbia","01 - State Highway Agency"
"District 1 - Phillips","01979","01 - District 1","107 - Phillips","01 - State Highway Agency"
"District 6 - Pulaski","01981","06 - District 6","119 - Pulaski","27 - Railroad"
"District 7 - Union","01983","07 - District 7","139 - Union","01 - State Highway Agency"
"District 10 - Lawrence","01984","10 - District 10","075 - Lawerence","01 - State Highway Agency"
"District 10 - Greene","01986","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 6 - Pulaski","01990","06 - District 6","119 - Pulaski","04 - City or Municipal Highway Agency"
"District 9 - Marion","01993","09 - District 9","089 - Marion","02 - County Highway Agency"
"District 5 - Fulton","01996","05 - District 5","049 - Fulton","01 - State Highway Agency"
"District 9 - Benton","01997","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 9 - Benton","01998","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 9 - Benton","01999","09 - District 9","007 - Benton","01 - State Highway Agency"
"District 6 - Pulaski","02001","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 1 - Crittenden","02003","01 - District 1","035 - Crittenden","01 - State Highway Agency"
"District 10 - Greene","02006","10 - District 10","055 - Greene","01 - State Highway Agency"
"District 5 - Independence","02007","05 - District 5","063 - Independence","01 - State Highway Agency"
"District 4 - Franklin","02012","04 - District 4","047 - Franklin","01 - State Highway Agency"
"District 10 - Craighead","02015","10 - District 10","031 - Craighead","01 - State Highway Agency"
"District 8 - Faulkner","02022","08 - District 8","045 - Faulkner","01 - State Highway Agency"
"District 8 - Faulkner","02025","08 - District 8","045 - Faulkner","02 - County Highway Agency"
"District 3 - Sevier","02028","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","02029","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","02030","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","02031","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","02032","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 5 - White","02036","05 - District 5","145 - White","01 - State Highway Agency"
"District 3 - Sevier","02040","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 2 - Grant","02043","02 - District 2","053 - Grant","01 - State Highway Agency"
"District 10 - Randolph","02045","10 - District 10","121 - Randpolph","01 - State Highway Agency"
"District 10 - Randolph","02046","10 - District 10","121 - Randpolph","01 - State Highway Agency"
"District 7 - Cleveland","02049","07 - District 7","025 - Cleveland","02 - County Highway Agency"
"District 5 - Sharp","02056","05 - District 5","135 - Sharp","01 - State Highway Agency"
"District 3 - Sevier","02061","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","02062","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 6 - Pulaski","02066","06 - District 6","119 - Pulaski","01 - State Highway Agency"
"District 2 - Chicot","02067","02 - District 2","017 - Chicot","01 - State Highway Agency"
"District 2 - Chicot","02069","02 - District 2","017 - Chicot","01 - State Highway Agency"
"District 2 - Chicot","02070","02 - District 2","017 - Chicot","01 - State Highway Agency"
"District 2 - Chicot","02071","02 - District 2","017 - Chicot","01 - State Highway Agency"
"District 2 - Chicot","02072","02 - District 2","017 - Chicot","01 - State Highway Agency"
"District 3 - Sevier","02081","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Sevier","02082","03 - District 3","133 - Sevier","01 - State Highway Agency"
"District 3 - Howard","02084","03 - District 3","061 - Howard","01 - State Highway Agency"
